disease,symptom,text
peptic ulcer disease,,"I occasionally have burning in my upper abdomen throughout the day or at night. I get heartburn, indigestion, and regular episodes of severe nausea."
peptic ulcer disease,,"Due to a stomach discomfort, I have problems sleeping or staying asleep. I am exhausted after using the bathroom and lose my appetite. I'm quite nervous all the time."
peptic ulcer disease,,"I'm feeling both bloated and uneasy. Because I've been losing weight, I no longer like eating. I occasionally get tarry, black stools and blood in my vomit."
peptic ulcer disease,,"I unknowingly lose weight and find it difficult to gain weight. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so much."
peptic ulcer disease,,"I unintentionally lose weight and find it challenging to gain it back. To relieve the pain and discomfort I feel, I take antacids. My mouth hurts so severely right now."
peptic ulcer disease,,"My mouth is filled with a sour, acidic flavour. I have frequent belching and burping. My upper abdomen has felt pressed in or full for the past few hours."
peptic ulcer disease,,I can't get to sleep or remain asleep because I have a stomach pain. I get exhausted after using the bathroom and stop being hungry. I worry a lot of the time.
peptic ulcer disease,,"Only when I hunch down or lie down does my stomach hurt more. I have pain after eating certain foods, such as hot or acidic food. I occasionally get loose stools as a result of this."
peptic ulcer disease,,I've been experiencing bowel movements that are both constipated and diarrhoeic. I often lack the will to eat and energy.
peptic ulcer disease,,I have a strong appetite and am constantly hungry. My stomach occasionally aches and cramps. I have really painful gas and bloating after eating.
peptic ulcer disease,,"I've lost a lot of stuff because of my bloody stools, including iron and bloos. As a result, I now have anaemia and generally feel rather weak."
peptic ulcer disease,,"I regularly have trouble swallowing, and I sometimes feel like food is becoming trapped in my throat. I frequently feel bloated and belch. Every time, I have a bad aftertaste."
peptic ulcer disease,,I have difficulty sleeping due to abdominal pain or discomfort. I have a loss of appetite and feel fatigued after going to the bathroom. I feel very tited all the time
peptic ulcer disease,,"A sour, acidic taste is all over my mouth. Belching and burping are common in me. I have pressure or fullness in my upper abdomen for a few hours."
peptic ulcer disease,,"I occasionally have burning in my upper abdomen throughout the day or at night. I regularly get severe heartburn, indigestion, and nausea."
peptic ulcer disease,,"My mouth is filled with an acidic, sour flavour. Burping and belching are frequent in me. For a few hours, my upper abdomen has felt pressured or full."
peptic ulcer disease,,"I have a stomach ache that keeps me from falling or staying asleep. After using the restroom, I feel worn out and lose interest in food. I'm constantly pretty anxious."
peptic ulcer disease,,"My stomach only feels worse when I stoop or recline. After eating particular meals, such as spicy or acidic cuisine, I have discomfort. This occasionally causes me to have loose stools."
peptic ulcer disease,,Constipated and diarrheal bowel motions have been happening to me. I frequently have a lack of energy and appetite.
peptic ulcer disease,,"Both my appetite and ongoing hunger are fierce. There are times when my stomach hurts and cramps. Following a meal, I have very painful gas and bloating."
peptic ulcer disease,,"My bloody stools have caused me to lose a lot of things, including iron and bloos. I now have anaemia as a result, and I typically feel rather weak."
peptic ulcer disease,,I frequently get swallowing issues and the sensation that food is getting stuck in my throat. I regularly belch and feel bloated. My aftertaste is unpleasant all the time.
peptic ulcer disease,,"I have both bloating and unease. I no longer like eating because I've been losing weight. I sometimes vomit blood and have tarry, black stools."
peptic ulcer disease,,"On occasion, throughout the day or at night, I have burning in my upper abdomen. I frequently get extreme nauseous episodes, heartburn, and indigestion."
peptic ulcer disease,,I inadvertently lose weight and have a hard time gaining it back. I use antacids to get rid of the pain and discomfort I experience. It aches so much in my mouth.
peptic ulcer disease,,I have abdominal pain and it gets only worse if I bend over or lie down. I feel discomfort when I eat certain foods such as spicy or acidic food. Sometimes I get loose stools because of this
peptic ulcer disease,,"I have a burning sensation in my upper abdomen, ofetn between or at night. I have heartburn and indigestion and often feel very nauseous"
peptic ulcer disease,,"I have persistant, gnawing hunger and apetite. Sometimes I get abdominal cramps and spasms. There is bloating and gas after eating which causes me a great deal of uneasiness"
peptic ulcer disease,,I have been having bloody stools which has resulted in bloos loss and loss of iron. Thiis has caused me anemia and I feel very weak in general
peptic ulcer disease,,I have difficulty swallowing food and often get a sensation of the food getting stuck in my throat. I have constant belching and bloating. There is a persitent sour taste in my mouth
peptic ulcer disease,,I have bloating and a feeling of uneasiness. I have been experiencing weight loss and a loss of appetite. Sometimes I have dark and tarry stools and blood in my vomit
peptic ulcer disease,,"I have changes in my bowel movements, such as constipation and diarrhea. I have a loss of appetite and energy and often feel very fatigued"
pericarditis,chest tightness,
pericarditis,palpitations,
pericarditis,sharp abdominal pain,
pericarditis,lower body pain,
pericarditis,sharp chest pain,
pericarditis,shortness of breath,
peripheral arterial disease,leg cramps or spasms,
peripheral arterial disease,symptoms of the kidneys,
peripheral arterial disease,lymphedema,
peripheral arterial disease,poor circulation,
peripheral arterial disease,foot or toe pain,
peripheral arterial disease,skin lesion,
peripheral arterial disease,leg pain,
peripheral arterial disease,feeling cold,
peripheral arterial embolism,paresthesia,
peripheral arterial embolism,abnormal appearing skin,
peripheral arterial embolism,leg swelling,
peripheral arterial embolism,knee swelling,
peripheral arterial embolism,leg pain,
peripheral arterial embolism,loss of sensation,
peripheral nerve disorder,leg pain,
peripheral nerve disorder,dizziness,
peripheral nerve disorder,abnormal involuntary movements,
peripheral nerve disorder,arm pain,
peripheral nerve disorder,loss of sensation,
peripheral nerve disorder,foot or toe pain,
peripheral nerve disorder,leg weakness,
peripheral nerve disorder,arm weakness,
peripheral nerve disorder,paresthesia,
peripheral nerve disorder,disturbance of memory,
peripheral nerve disorder,problems with movement,
peripheral nerve disorder,back pain,
perirectal infection,skin swelling,
perirectal infection,abnormal appearing skin,
perirectal infection,pain in testicles,
perirectal infection,swelling of scrotum,
perirectal infection,pain of the anus,
perirectal infection,skin lesion,
peritonitis,sharp abdominal pain,
peritonitis,back pain,
peritonitis,vomiting,
peritonitis,nausea,
peritonitis,side pain,
peritonitis,groin mass,
peritonitis,intermenstrual bleeding,
peritonitis,shortness of breath,
peritonsillar abscess,throat feels tight,
peritonsillar abscess,throat swelling,
peritonsillar abscess,difficulty in swallowing,
peritonsillar abscess,headache,
peritonsillar abscess,swollen lymph nodes,
peritonsillar abscess,ear pain,
peritonsillar abscess,sore throat,
persistent vomiting of unknown cause,abnormal involuntary movements,
persistent vomiting of unknown cause,fever,
persistent vomiting of unknown cause,diarrhea,
persistent vomiting of unknown cause,vomiting,
persistent vomiting of unknown cause,sharp abdominal pain,
persistent vomiting of unknown cause,dizziness,
persistent vomiting of unknown cause,nausea,
personality disorder,insomnia,
personality disorder,anxiety and nervousness,
personality disorder,depression,
personality disorder,depressive or psychotic symptoms,
personality disorder,hostile behavior,
personality disorder,low self-esteem,
personality disorder,excessive anger,
personality disorder,delusions or hallucinations,
personality disorder,temper problems,
personality disorder,fears and phobias,
personality disorder,drug abuse,
peyronie disease,emotional symptoms,
peyronie disease,mass in scrotum,
peyronie disease,impotence,
peyronie disease,symptoms of prostate,
peyronie disease,penis pain,
pharyngitis,sore throat,
pharyngitis,wheezing,
pharyngitis,hoarse voice,
pharyngitis,fever,
pharyngitis,cough,
phimosis,penis redness,
phimosis,blood in urine,
phimosis,penis pain,
phimosis,retention of urine,
phimosis,painful urination,
phimosis,symptoms of the scrotum and testes,
pilonidal cyst,pain of the anus,
pilonidal cyst,irregular appearing scalp,
pilonidal cyst,skin growth,
pilonidal cyst,skin swelling,
pilonidal cyst,pelvic pain,
pilonidal cyst,bones are painful,
pilonidal cyst,ache all over,
pilonidal cyst,lower body pain,
pinguecula,lacrimation,
pinguecula,headache,
pinguecula,symptoms of eye,
pinguecula,itching of scrotum,
pinworm infection,itching of the anus,
pinworm infection,constipation,
pinworm infection,sharp abdominal pain,
pinworm infection,painful urination,
pinworm infection,retention of urine,
pinworm infection,pain of the anus,
pituitary adenoma,headache,
pituitary adenoma,nausea,
pituitary adenoma,pain in eye,
pituitary adenoma,muscle swelling,
pituitary disorder,pain in eye,
pituitary disorder,hot flashes,
pituitary disorder,headache,
pituitary disorder,lack of growth,
pityriasis rosea,abnormal appearing skin,
pityriasis rosea,vaginal itching,
pityriasis rosea,itching of skin,
pityriasis rosea,warts,
pityriasis rosea,skin swelling,
pityriasis rosea,skin rash,
placenta previa,cramps and spasms,
placenta previa,spotting or bleeding during pregnancy,
placenta previa,pain during pregnancy,
placenta previa,involuntary urination,
placental abruption,emotional symptoms,
placental abruption,nausea,
placental abruption,spotting or bleeding during pregnancy,
placental abruption,uterine contractions,
plantar fasciitis,ankle swelling,
plantar fasciitis,muscle pain,
plantar fasciitis,problems with movement,
plantar fasciitis,bones are painful,
plantar fasciitis,ankle pain,
plantar fasciitis,foot or toe pain,
plantar fasciitis,knee pain,
pleural effusion,rib pain,
pleural effusion,difficulty breathing,
pleural effusion,hurts to breath,
pleural effusion,weakness,
pleural effusion,back pain,
pleural effusion,sharp abdominal pain,
pleural effusion,cough,
pleural effusion,sharp chest pain,
pleural effusion,shortness of breath,
pleural effusion,side pain,
pneumoconiosis,cough,
pneumoconiosis,dizziness,
pneumoconiosis,shortness of breath,
pneumoconiosis,fever,
pneumonia,,"I've been suffering with chills, tiredness, and a cough recently. I've been sweating tremendously and feeling overall unwell and weak. I've also had some thick, black phlegm. My chest aches, and my heart has been racing."
pneumonia,,"I've been having a lot of respiratory issues lately along with chills, exhaustion, a cough, and a high temperature. I've been sweating profusely and generally feeling ill and weak. My chest aches, and my heart has been racing rapidly."
pneumonia,,I'm having a hard time breathing and I feel really uncomfortable. I'm sweating a lot and there's a lot of phlegm in my throat. My chest hurts and my heart is beating fast. The mucus I'm coughing up is brownish.
pneumonia,,"I'm sweating profusely and finding it difficult to catch my breath. I feel quite ill, and my throat is very mucous. My heart is pounding, and my chest aches. I'm coughing up thick mucous that resembles rust."
pneumonia,,"I've had chills, lethargy, a cough, a high temperature, and difficulties breathing lately. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and black phlegm."
pneumonia,,"I've recently been suffering with chills, lethargy, a cough, a high temperature, and difficulties breathing. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and red phlegm."
pneumonia,,"I've been feeling really cold and tired lately, and I've been coughing a lot with chest pain. My heart is beating really fast too, and when I cough, the phlegm is kind of a rusty color."
pneumonia,,"I'm running a temperature and can't seem to catch my breath. I've been sweating tremendously and feeling overall unwell and weak. I've also had some thick, black phlegm. My heart has been beating frantically, and my chest hurts."
pneumonia,,"I'm saturated with sweat and struggling to breathe. My throat is blocked with mucous, and I'm uncomfortable. My heart is racing, and my chest aches. I'm coughing up a darkish stringy mucous."
pneumonia,,"Lately I've been experiencing chills, fatigue, a cough, a high fever, and difficulty breathing. I've been sweating a lot and just feeling really sick and weak. I've also had some phlegm that's been really thick and dark."
pneumonia,,"I'm having a lot of trouble breathing and am really uneasy. I'm feeling unwell and am perspiring a lot. My chest hurts and I have a lot of mucus in my throat. My heart is racing, and the hue of the mucus I'm coughing up is off."
pneumonia,,I can't seem to get enough air and I'm sweating a lot. I don't feel well and there's a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is reddish in color.
pneumonia,,"I'm sweating profusely and can't seem to get enough air. My throat is filled with a lot of mucus, and I don't feel good. My heart is pounding, and my chest aches. I'm coughing up reddish-colored mucous."
pneumonia,,I can't seem to catch my breath and I'm sweating a lot. I feel really sick and have a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is yellowish.
pneumonia,,"I'm dripping with perspiration and can't seem to catch my breath. My throat is filled with a lot of phlegm, and I feel awful. My heart is pounding, and my chest aches. I'm coughing up brownish mucous."
pneumonia,,"With a high temperature, shortness of breath, sweating, chills, and intense exhaustion, I've been feeling quite poorly. I've been coughing up a lot of brownish phlegm and my pulse rate is racing."
pneumonia,,"I've been feeling really sick with a high fever, shortness of breath, sweating, chills, and extreme fatigue. My heart rate is rapid, and I've been coughing up a lot of brownish sputum."
pneumonia,,"I have a really high fever, and I have problems breathing. My heart is racing quite quickly, I'm perspiring a lot, and I feel chilly and exhausted. I'm also about to cough out some brownish phlegm."
pneumonia,,"My fever is really high, and I'm having trouble catching my breath. I'm sweating a lot, feeling cold and tired, and my heart is beating really fast. I also have some brownish phlegm coming up."
pneumonia,,"I'm having trouble breathing, and my fever is really high. I'm drenched in sweat and shivering from the chill. My heart is thumping rapidly, and I'm quite exhausted. Additionally, I'm about to have some brownish phlegm."
pneumonia,,"My temperature is very high, and I'm having a hard time breathing. I'm sweating profusely, and I'm shaking with chills. I'm really tired, and my heart is beating really fast. I also have some brownish phlegm coming up"
pneumonia,,"I'm having problems breathing and have a very high fever. I'm perspiring a lot and experiencing extreme fatigue and chilly. My heart is racing, and I'm coughing up some brownish mucus."
pneumonia,,"I have a really high fever, and I'm having trouble breathing. I'm sweating a lot and feeling really cold and tired. My heart is beating really fast, and I have some brownish sputum"
pneumonia,,"I've been experiencing chills, feel really exhausted, and my cough just won't go away. When I cough, my chest aches and my heart is pounding. It's a disgusting brownish hue, the mucous I'm coming up."
pneumonia,,"I've been having chills and feeling really worn out, and this cough won't go away. My chest hurts when I cough, and my heart is racing. The mucus I'm bringing up is a gross brownish color."
pneumonia,,"I've been feeling really weak and cold lately, and this cough won't go away. It hurts in my chest when I cough, and my heart is pounding. The mucus I'm bringing up is a rusty brown color."
pneumonia,,"I've been experiencing chills, feeling worn out, and I can't seem to get rid of this cough. When I cough, my chest aches and my heart feels as like it is beating a million miles per hour. I'm coughing up a nasty rust-colored phlegm."
pneumonia,,"I've been having chills and feeling exhausted, and I can't seem to shake this cough. My chest hurts when I cough, and my heart feels like it's going a million miles an hour. The phlegm I'm coughing up is a dirty rust color."
pneumonia,,"I've been exhausted and chilly, and I can't stop coughing. When I do, it pains in my chest and makes my heart race. My coughing mucous has a disgusting brownish hue."
pneumonia,,"I've been feeling really drained and cold, and I can't stop coughing. It hurts in my chest when I do, and my heart feels like it's racing. The mucus I'm coughing up is a gross brownish color."
pneumonia,,"I've recently had chills, exhaustion, a cough, a high temperature, and breathing issues. I've been perspiring a lot and generally feeling weak and ill. I've had some quite thick and black phlegm. My heart has been racing quite quickly."
pneumonia,,"I've been coughing a lot and feeling incredibly chilly and exhausted. I have a pretty high fever, and it's difficult for me to breathe. I've been perspiring a lot and generally feeling weak and ill. I've had some quite thick and black phlegm."
pneumonia,,"I have a lot of difficulty breathing. I don't feel well, and I'm perspiring a lot. My chest hurts, and I have a lot of mucus in my throat. I'm having trouble breathing, and the phlegm I'm coughing up has a strange hue."
pneumonia,,"I'm having a lot of problems breathing. I'm not feeling good, and I'm sweating a lot. I have a lot of mucous in my throat and my chest hurts. My breathing is laboured, and the phlegm I'm coughing up has an odd tint."
pneumonia,,"I've been coughing a lot recently with chest pain and feeling incredibly chilly and exhausted. Additionally, my heart is thumping rapidly, and the phlegm I cough up has a reddish hue."
pneumonia,,"I'm drenched with sweat and can't seem to catch my breath. My throat is clogged with mucus, and I'm miserable. My heart is racing, and my chest aches. I'm coughing up a brownish stringy mucus."
pneumonia,,"I've recently been suffering with chills, lethargy, a cough, a high temperature, and difficulties breathing. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and black phlegm."
pneumonia,,I'm having a really hard time catching my breath and I'm sweating a lot. I feel really sick and have a lot of mucus in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is dark and looks like rust.
pneumonia,,"I've got a high fever and can't seem to catch my breath. I've been sweating profusely and generally feeling ill and weak. I've also had some quite thick and black phlegm. My chest aches, and my heart has been racing rapidly."
pneumonia,,I'm having a hard time breathing and I feel really uncomfortable. I'm sweating a lot and there's a lot of phlegm in my throat. My chest hurts and my heart is beating fast. The mucus I'm coughing up is brownish.
pneumonia,,"I've been getting chills, feeling tired, and I can't seem to shake this cough. My chest aches and my heart feels like it's racing at a million miles per hour when I cough. I'm coughing out a foul rusty phlegm."
pneumonia,,"My fever is really high, and I'm having difficulty breathing. I'm drenched in sweat and shivering with chills. I'm quite fatigued, and my heart is racing. I'm also expecting some brownish phlegm."
pneumonia,,"I have a really high fever, and I have problems breathing. My heart is racing quite quickly, I'm perspiring a lot, and I feel chilly and exhausted. I'm also about to cough out some brownish phlegm."
pneumonia,,"I've been feeling very lousy, with a high temperature, shortness of breath, sweating, chills, and extreme weariness. My heart is beating, and I've been coughing up a lot of brownish phlegm."
pneumonia,,"I'm drenched with sweat and struggling to breathe. I don't feel well and have a lot of mucous in my throat. My chest aches, and my heart is racing. I'm coughing up mucus that is crimson in colour."
pneumonia,,"I'm dripping with perspiration and can't seem to catch my breath. My throat is filled with a lot of phlegm, and I feel awful. My heart is pounding, and my chest aches. I'm coughing up a stringy, brownish mucous."
pneumonia,,I can't seem to catch my breath and I'm sweating a lot. I feel really sick and have a lot of phlegm in my throat. My chest hurts and my heart is racing. The mucus I'm coughing up is brownish and stringy.
pneumonia,,"I'm having trouble breathing and am quite uneasy. My throat is filled with a lot of phlegm, and I'm perspiring a lot. My heart is racing, and my chest aches. I'm coughing up reddish mucous."
pneumonia,coryza,
pneumonia,chills,
pneumonia,fever,
pneumonia,weakness,
pneumonia,wheezing,
pneumonia,vomiting,
pneumonia,difficulty breathing,
pneumonia,cough,
pneumonia,,"I'm having trouble breathing and am really uncomfortable. I'm sweating profusely and have a lot of mucus in my throat. My chest aches, and my heart is racing. I'm coughing up dark mucous."
pneumonia,shortness of breath,
pneumonia,nasal congestion,
pneumonia,sharp chest pain,
pneumonia,,"Lately I've been experiencing chills, fatigue, a cough, a high fever, and difficulty breathing. I've been sweating a lot and just feeling really sick and weak. I've also had some phlegm that's been really thick and dark."
pneumonia,sore throat,
pneumothorax,shortness of breath,
pneumothorax,side pain,
pneumothorax,back pain,
pneumothorax,drug abuse,
pneumothorax,hurts to breath,
pneumothorax,shoulder pain,
pneumothorax,sharp chest pain,
pneumothorax,cough,
poisoning due to analgesics,depressive or psychotic symptoms,
poisoning due to analgesics,depression,
poisoning due to analgesics,skin swelling,
poisoning due to analgesics,problems during pregnancy,
poisoning due to analgesics,vomiting,
poisoning due to analgesics,abusing alcohol,
poisoning due to anticonvulsants,problems with movement,
poisoning due to anticonvulsants,dizziness,
poisoning due to anticonvulsants,depression,
poisoning due to anticonvulsants,difficulty speaking,
poisoning due to antidepressants,depression,
poisoning due to antidepressants,abusing alcohol,
poisoning due to antidepressants,drug abuse,
poisoning due to antidepressants,emotional symptoms,
poisoning due to antihypertensives,weakness,
poisoning due to antihypertensives,sharp abdominal pain,
poisoning due to antihypertensives,depressive or psychotic symptoms,
poisoning due to antimicrobial drugs,skin rash,
poisoning due to antimicrobial drugs,allergic reaction,
poisoning due to antimicrobial drugs,problems with movement,
poisoning due to antimicrobial drugs,peripheral edema,
poisoning due to antimicrobial drugs,shortness of breath,
poisoning due to antimicrobial drugs,abnormal involuntary movements,
poisoning due to antipsychotics,anxiety and nervousness,
poisoning due to antipsychotics,sharp chest pain,
poisoning due to antipsychotics,delusions or hallucinations,
poisoning due to ethylene glycol,abusing alcohol,
poisoning due to ethylene glycol,depressive or psychotic symptoms,
poisoning due to ethylene glycol,fainting,
poisoning due to ethylene glycol,depression,
poisoning due to gas,wheezing,
poisoning due to gas,sharp chest pain,
poisoning due to gas,dizziness,
poisoning due to gas,cough,
poisoning due to gas,shortness of breath,
poisoning due to gas,drainage in throat,
poisoning due to gas,headache,
poisoning due to opioids,depressive or psychotic symptoms,
poisoning due to opioids,drug abuse,
poisoning due to opioids,dizziness,
poisoning due to opioids,difficulty speaking,
poisoning due to sedatives,drug abuse,
poisoning due to sedatives,sleepiness,
poisoning due to sedatives,insomnia,
poisoning due to sedatives,depressive or psychotic symptoms,
poisoning due to sedatives,depression,
poisoning due to sedatives,hostile behavior,
polycystic kidney disease,retention of urine,
polycystic kidney disease,sharp abdominal pain,
polycystic kidney disease,skin growth,
polycystic kidney disease,back pain,
polycystic kidney disease,blood in urine,
polycystic kidney disease,low back pain,
polycystic kidney disease,side pain,
polycystic kidney disease,kidney mass,
polycystic ovarian syndrome (pcos),weight gain,
polycystic ovarian syndrome (pcos),intermenstrual bleeding,
polycystic ovarian syndrome (pcos),pelvic pain,
polycystic ovarian syndrome (pcos),absence of menstruation,
polycystic ovarian syndrome (pcos),long menstrual periods,
polycystic ovarian syndrome (pcos),unpredictable menstruation,
polycystic ovarian syndrome (pcos),infertility,
polycystic ovarian syndrome (pcos),hot flashes,
polycythemia vera,symptoms of eye,
polycythemia vera,headache,
polycythemia vera,dizziness,
polycythemia vera,fatigue,
polycythemia vera,weight gain,
polymyalgia rheumatica,shoulder pain,
polymyalgia rheumatica,sharp chest pain,
polymyalgia rheumatica,irregular heartbeat,
polymyalgia rheumatica,fatigue,
polymyalgia rheumatica,difficulty in swallowing,
polymyalgia rheumatica,leg pain,
post-traumatic stress disorder (ptsd),excessive anger,
post-traumatic stress disorder (ptsd),drug abuse,
post-traumatic stress disorder (ptsd),hostile behavior,
post-traumatic stress disorder (ptsd),abusing alcohol,
post-traumatic stress disorder (ptsd),insomnia,
post-traumatic stress disorder (ptsd),depressive or psychotic symptoms,
post-traumatic stress disorder (ptsd),delusions or hallucinations,
post-traumatic stress disorder (ptsd),anxiety and nervousness,
post-traumatic stress disorder (ptsd),depression,
post-traumatic stress disorder (ptsd),temper problems,
postoperative infection,skin on leg or foot looks infected,
postoperative infection,fever,
postoperative infection,abnormal appearing skin,
postoperative infection,sharp abdominal pain,
postoperative infection,skin swelling,
postoperative infection,jaw swelling,
postpartum depression,pain during pregnancy,
postpartum depression,intermenstrual bleeding,
postpartum depression,drug abuse,
postpartum depression,depressive or psychotic symptoms,
postpartum depression,depression,
postpartum depression,anxiety and nervousness,
postpartum depression,delusions or hallucinations,
postpartum depression,problems during pregnancy,
postpartum depression,excessive anger,
preeclampsia,sharp abdominal pain,
preeclampsia,pain during pregnancy,
preeclampsia,vaginal redness,
preeclampsia,uterine contractions,
preeclampsia,recent pregnancy,
preeclampsia,spots or clouds in vision,
preeclampsia,problems during pregnancy,
preeclampsia,headache,
preeclampsia,lower abdominal pain,
pregnancy,uterine contractions,
pregnancy,cramps and spasms,
pregnancy,pelvic pressure,
pregnancy,spotting or bleeding during pregnancy,
pregnancy,problems during pregnancy,
pregnancy,pain during pregnancy,
premature atrial contractions (pacs),muscle swelling,
premature atrial contractions (pacs),fainting,
premature atrial contractions (pacs),irregular heartbeat,
premature atrial contractions (pacs),fatigue,
premature atrial contractions (pacs),shortness of breath,
premature atrial contractions (pacs),dizziness,
premature atrial contractions (pacs),palpitations,
premature ovarian failure,infertility,
premature ovarian failure,absence of menstruation,
premature ovarian failure,weight gain,
premature ovarian failure,pelvic pain,
premature ovarian failure,lack of growth,
premature rupture of amniotic membrane,sharp abdominal pain,
premature rupture of amniotic membrane,uterine contractions,
premature rupture of amniotic membrane,elbow weakness,
premature ventricular contractions (pvcs),palpitations,
premature ventricular contractions (pvcs),chest tightness,
premature ventricular contractions (pvcs),irregular heartbeat,
premature ventricular contractions (pvcs),fainting,
premature ventricular contractions (pvcs),sharp chest pain,
premature ventricular contractions (pvcs),sleepiness,
premature ventricular contractions (pvcs),shortness of breath,
premature ventricular contractions (pvcs),impotence,
premenstrual tension syndrome,depressive or psychotic symptoms,
premenstrual tension syndrome,headache,
premenstrual tension syndrome,unpredictable menstruation,
premenstrual tension syndrome,back pain,
premenstrual tension syndrome,lower abdominal pain,
premenstrual tension syndrome,premenstrual tension or irritability,
presbyacusis,ringing in ear,
presbyacusis,emotional symptoms,
presbyacusis,diminished hearing,
presbyacusis,dizziness,
presbyacusis,ear pain,
presbyopia,spots or clouds in vision,
presbyopia,foreign body sensation in eye,
presbyopia,diminished vision,
presbyopia,pain in eye,
presbyopia,difficulty speaking,
presbyopia,symptoms of eye,
presbyopia,abnormal movement of eyelid,
priapism,painful urination,
priapism,abusing alcohol,
priapism,elbow weakness,
priapism,penis pain,
primary immunodeficiency,arm stiffness or tightness,
primary immunodeficiency,cough,
primary immunodeficiency,frontal headache,
primary immunodeficiency,decreased appetite,
primary immunodeficiency,fatigue,
primary insomnia,anxiety and nervousness,
primary insomnia,abnormal breathing sounds,
primary insomnia,sleepiness,
primary insomnia,delusions or hallucinations,
primary insomnia,fatigue,
primary insomnia,abnormal involuntary movements,
primary insomnia,insomnia,
primary kidney disease,symptoms of the kidneys,
primary kidney disease,impotence,
primary kidney disease,blood in urine,
primary kidney disease,lack of growth,
primary kidney disease,peripheral edema,
primary thrombocythemia,dizziness,
primary thrombocythemia,flatulence,
primary thrombocythemia,fatigue,
problem during pregnancy,cramps and spasms,
problem during pregnancy,spotting or bleeding during pregnancy,
problem during pregnancy,problems during pregnancy,
problem during pregnancy,pelvic pain,
problem during pregnancy,pain during pregnancy,
problem during pregnancy,back pain,
problem during pregnancy,nausea,
problem during pregnancy,headache,
problem during pregnancy,vomiting,
problem during pregnancy,sharp abdominal pain,
problem during pregnancy,lower abdominal pain,
prostate cancer,pain during intercourse,
prostate cancer,flushing,
prostate cancer,involuntary urination,
prostate cancer,retention of urine,
prostate cancer,symptoms of prostate,
prostate cancer,excessive urination at night,
prostate cancer,impotence,
prostate cancer,blood in urine,
prostatitis,impotence,
prostatitis,blood in urine,
prostatitis,frequent urination,
prostatitis,painful urination,
prostatitis,sharp abdominal pain,
prostatitis,retention of urine,
prostatitis,back pain,
prostatitis,chills,
prostatitis,lower abdominal pain,
prostatitis,fever,
protein deficiency,smoking problems,
protein deficiency,vomiting,
protein deficiency,depression,
protein deficiency,weakness,
protein deficiency,nausea,
pseudohypoparathyroidism,wrist pain,
pseudohypoparathyroidism,elbow weakness,
pseudohypoparathyroidism,leg pain,
pseudohypoparathyroidism,knee pain,
pseudotumor cerebri,diminished vision,
pseudotumor cerebri,pain in eye,
pseudotumor cerebri,dizziness,
pseudotumor cerebri,abnormal involuntary movements,
pseudotumor cerebri,headache,
psoriasis,,"My skin has changed from being less sensitive to being more sensitive. My skin has a silvery coating, especially on my back, elbows and knees."
psoriasis,,"Because of dry, flaky areas on my skin, I am prone to infections. My joints are in extreme pain . My knees and elbows' skin are starting to peel off."
psoriasis,,"My genital skin is red and irritated. It is frequently irritating, burning, and unpleasant. There are also rashes in various places of the body. Also, I have a strange pain in my joints."
psoriasis,irregular appearing scalp,
psoriasis,skin growth,
psoriasis,skin lesion,
psoriasis,abnormal appearing skin,
psoriasis,skin swelling,
psoriasis,,"I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents, which is really alarming. There is a noticeable inflammation in my nails."
psoriasis,,"Because of dry, flaky areas on my skin, I am prone to infections. My joints are in excruciating agony. The skin on my knees and elbows is beginning to flake."
psoriasis,,"My nails are slightly dented. Even my joints are now experiencing excruciating discomfort. My skin has a silver-like powder, especially on my back and elbows. "
psoriasis,,"I've observed that my skin is more sensitive now than it used to be. My skin has a silvery film, especially on my back and elbows."
psoriasis,,"My nails are starting to have small pits on them. I am worried and don't know what is causing it. Also, my joints pain and there are rashes on my arms and back."
psoriasis,,"There is a silver like dusting on my skin. Moreover, the skin on my arms and back are starting to peel off. This is strange and really concerning me."
psoriasis,,"My skin rash has extended to other areas of my body, including my chest and belly. It is irritating and unpleasant, and it is frequently worst at night. I'm also experiencing skin flaking."
psoriasis,,"I've seen a sudden peeling of skin on various regions of my body, mostly my arms, legs, and back. In addition, I have significant joint pain and skin rashes. The rash is spreading to different parts of my body."
psoriasis,,"I am starting to have rashes on my arms and neck. The rash often bleeds and hurts when I scratch it. I have also developed small dents in my nails, which is very strange."
psoriasis,,"My joints are experiencing an unusual discomfort. Additionally, I've experienced weird skin peeling in various places on my body. I'm concerned that something is wrong with my body. "
psoriasis,,"I've had trouble falling asleep because of the rash's pain and itching. The skin on my fingers are starting to peel off. My nails have a few tiny cracks, which is really worrying. "
psoriasis,,"My skin rash gets worse in the winter when the air is dry. To keep my skin moisturized, I have to moisturize more regularly and use humidifiers. I am also facing joint pain."
psoriasis,,I've had trouble sleeping because of the itching and pain produced by the rash. My nails have little dents. I am also experiencing skin peeling in different parts of my body.
