source_url,disease_name,symptom_list,generated_sentence_from_symptoms
https://medlineplus.gov/ency/article/001614.htm,Cat-scratch disease,Lymph node swelling (lymphadenopathy) near the site of the scratch or bite | Loss of appetite | Fatigue | Bump (papule) or blister (pustule) at site of injury (usually the first sign) | Headache | Sore throat | Weight loss | Overall discomfort (malaise) | Fever (in some people),"I've been experiencing a range of symptoms that are causing me a lot of concern, including swelling of the lymph nodes near the site of a recent scratch or bite, which is accompanied by a loss of appetite and persistent fatigue. At the site of the injury, I've noticed a bump or blister, which I believe was the first sign of something being wrong. Along with this, I've been dealing with headaches, a sore throat, and unexplained weight loss. Overall, I've been feeling a general sense of discomfort and malaise, and some people in my situation have even experienced a fever."
https://medlineplus.gov/ency/article/000376.htm,Osteomalacia,"Spasms or cramps of the hands or feet | Bone fractures that happen without a real injury | Numbness or tingling of the arms and legs | Muscle weakness | Widespread bone pain, especially in the hips | Numbness around the mouth","I've been experiencing some unsettling symptoms lately, including spasms or cramps in my hands and feet, which can be quite painful. I've also had bone fractures occur without any real injury, which is concerning. Additionally, I've noticed numbness or tingling sensations in my arms and legs, as well as muscle weakness that's making everyday activities more challenging. Furthermore, I've been dealing with widespread bone pain, especially in my hips, which can be debilitating. To make matters worse, I've also experienced numbness around my mouth, which is affecting my daily life."
https://medlineplus.gov/ency/article/007422.htm,Low back pain - chronic,Sharp pain | Tingling or burning sensation | Dull aching pain | Weakness in your legs or feet,"I've been experiencing some unsettling sensations in my legs and feet, including sharp pains, a tingling or burning sensation, and a dull aching pain that's been persistent. Additionally, I've noticed weakness in my legs and feet, which is making it difficult for me to move around comfortably."
https://medlineplus.gov/ency/article/001584.htm,Blount disease,Occur just below the knee | Rapidly get worse | Look the same on both legs,"I've been dealing with a rash that occurs just below my knees, and I've noticed that it looks the same on both legs, and it seems to be rapidly getting worse."
https://medlineplus.gov/ency/article/000984.htm,Retropharyngeal abscess,High fever | Breathing difficulty | Drooling | High-pitched sound when inhaling (stridor) | Severe throat pain | Muscles between the ribs pull in when breathing (intercostal retractions),"I've been experiencing some alarming symptoms lately, including a high fever, breathing difficulty, and drooling, which is quite concerning. When I inhale, I've noticed a high-pitched sound, known as stridor, which is unsettling. Additionally, I've been suffering from severe throat pain, and I've observed that the muscles between my ribs pull in when I breathe, which is known as intercostal retractions."
https://medlineplus.gov/ency/article/000710.htm,Lambert-Eaton myasthenic syndrome,"Dizziness upon standing | Decreased sweating | Dry mouth | Problems chewing or swallowing, which may include gagging or choking | The need to use the hands to get up from a sitting or lying position | Drooping of the head | Constipation | Difficulty climbing stairs, walking, or lifting things | Erectile dysfunction | Problems talking | Muscle pain | Vision changes, such as blurry vision, double vision, and problem keeping a steady gaze | Dry eyes | Blood pressure changes","I've been experiencing some concerning symptoms lately, including dizziness when I stand up, and I've noticed that I'm not sweating as much as I used to. My mouth has been extremely dry, and I've been having problems chewing or swallowing, which sometimes leads to gagging or choking. I've also had to use my hands to help me get up from a sitting or lying position, and I've noticed that my head tends to droop. Additionally, I've been dealing with constipation, and I've found it difficult to climb stairs, walk, or lift things. Furthermore, I've been experiencing erectile dysfunction, and I've been having trouble talking. I've also been suffering from muscle pain, and I've noticed some vision changes, such as blurry vision, double vision, and difficulty keeping a steady gaze. My eyes have also been very dry, and I've experienced some changes in my blood pressure."
https://medlineplus.gov/ency/article/000207.htm,Esophageal stricture - benign,Regurgitation of food | Unintentional weight loss | Trouble swallowing | Pain with swallowing,"I've been experiencing some disturbing symptoms lately, including regurgitation of food, unintentional weight loss, and trouble swallowing, which is often accompanied by pain when I try to swallow."
https://medlineplus.gov/ency/article/000720.htm,Neurosarcoidosis,"Loss of sensation in any body part | High urine output | Headache | Abnormal sensations in any body part | Weight changes | Mental disturbances | Loss of movement of any body part | Changes in menstrual periods | Dizziness, vertigo, or abnormal sensations of movement | Hair changes | Facial palsy (weakness, drooping) | Excessive thirst | Speech impairment | Loss of sense of taste, abnormal tastes | Seizures | Double vision or other vision problems, including blindness | Dementia | Excessive tiredness or fatigue | Weakness of any body part | Decreased hearing | Confusion, disorientation | Loss of sense of smell","I've been experiencing a multitude of symptoms that have been impacting my daily life, including a loss of sensation in certain body parts, and an unusual increase in urine output. I've also been having frequent headaches, and abnormal sensations in various parts of my body. Additionally, I've noticed significant weight changes, and some mental disturbances that have been affecting my mood. I've also lost movement in certain body parts, and my menstrual periods have become irregular. Lately, I've been experiencing dizziness, vertigo, and abnormal sensations of movement, which have been quite unsettling. Furthermore, I've observed changes in my hair, and have even experienced facial palsy, which has left my face feeling weak and droopy. I've also been excessively thirsty, and have struggled with speech impairment, as well as a loss of sense of taste and abnormal tastes. Occasionally, I've had seizures, and have experienced double vision or other vision problems, including blindness. Sadly, I've even experienced dementia, and have been feeling excessively tired or fatigued, with weakness in certain body parts. To make matters worse, my hearing has decreased, and I've been feeling confused and disoriented, with a loss of sense of smell."
https://medlineplus.gov/ency/article/001425.htm,Facial nerve palsy due to birth trauma,Lower face (below eyes) appears uneven during crying | Mouth does not move down the same way on both sides while crying | No movement (paralysis) on the affected side of the face (from the forehead to the chin in severe cases) | Eyelid may not close on affected side,"I've noticed that when I cry, the lower part of my face, below my eyes, appears uneven, and my mouth doesn't move down the same way on both sides, which is quite concerning. Additionally, I've been experiencing complete paralysis on one side of my face, from my forehead to my chin, and sometimes my eyelid doesn't close properly on the affected side."
https://medlineplus.gov/ency/article/001431.htm,Autonomic dysreflexia,"Irregular heartbeat, slow or fast pulse | Muscle spasms, especially in the jaw | Bladder or bowel problems | Nasal congestion | Lightheadedness, dizziness, or fainting | Throbbing headache | High blood pressure | Fever | Goosebumps, flushed (red) skin above the level of the spinal cord injury | Blurry vision, widened (dilated) pupils | Heavy sweating | Anxiety or worry","I've been experiencing a multitude of symptoms that have been causing me a lot of distress, including an irregular heartbeat with a slow or fast pulse, which is quite unsettling. I've also been having muscle spasms, especially in my jaw, and have been dealing with bladder or bowel problems. On top of that, I've been experiencing nasal congestion, which is quite annoying. I've also had episodes of lightheadedness, dizziness, or even fainting, which is very concerning. To make matters worse, I've been getting throbbing headaches, and my blood pressure has been high. I've also had a fever, which has left me feeling weak. Additionally, I've noticed some unusual physical symptoms, such as goosebumps and flushed, red skin above the level of the spinal cord injury. My vision has also been blurry, and my pupils are dilated. I've also been experiencing heavy sweating, which is very uncomfortable. All of these symptoms have left me feeling anxious and worried, and I'm hoping we can figure out what's going on."
https://medlineplus.gov/ency/article/000018.htm,Smashed fingers,Discoloration or bruising of the finger or fingernail | Loss of fingernail | Swelling | Difficulty moving the tip of the finger | Finger pain,"I've been experiencing some disturbing symptoms in my fingers lately, including discoloration or bruising of my finger or fingernail, and in some cases, I've even lost a fingernail. Additionally, I've noticed swelling in my fingers, which makes it difficult for me to move the tip of my finger, and I've been feeling significant finger pain."
https://medlineplus.gov/ency/article/001280.htm,Orchitis,"Discharge from penis | Tender, swollen groin area on affected side | Blood in the semen | Scrotal swelling | Pain with intercourse or ejaculation | Groin pain | Pain with urination (dysuria) | Pain in the testicle | Fever | Tender, swollen, heavy feeling in the testicle","I've been experiencing some distressing symptoms lately, including a discharge from my penis, and I've noticed that the groin area on the affected side is tender and swollen. Additionally, I've seen blood in my semen, and I've been dealing with scrotal swelling. I've also been having pain during intercourse and ejaculation, as well as groin pain. Furthermore, I've been experiencing pain when urinating, and I've had pain in my testicle. To make matters worse, I've had a fever, and my testicle has been feeling tender, swollen, and heavy."
https://medlineplus.gov/ency/article/001153.htm,Esophagitis,Hoarseness | Cough | Sore throat | Painful swallowing | Heartburn (acid reflux),"I've been experiencing some uncomfortable symptoms lately, including hoarseness, a persistent cough, and a sore throat that makes swallowing painful. Additionally, I've been dealing with heartburn and acid reflux, which seems to be exacerbating my throat issues."
https://medlineplus.gov/ency/article/000834.htm,Stasis dermatitis and ulcers,Pain that gets worse when you stand or walk | Dull aching or heaviness in the leg | Thickening and hardening of the skin on the legs and ankles (lipodermatosclerosis) | Skin turns dark brown | Swelling in the leg | A bumpy or cobblestone appearance of the skin,"I've been experiencing some concerning symptoms in my legs, including pain that worsens when I stand or walk, accompanied by a dull aching or heaviness sensation. Additionally, I've noticed that the skin on my legs and ankles has started to thicken and harden, a condition I've learned is called lipodermatosclerosis. The skin has even turned a dark brown color, and I've developed swelling in my leg. To make matters worse, the skin has taken on a bumpy or cobblestone appearance, which is quite unsettling."
https://medlineplus.gov/ency/article/001504.htm,Ovarian cysts,"Pain during bowel movements | Pain with intercourse or pelvic pain during movement | Pelvic pain -- constant, dull aching | Interferes with the blood supply to the ovary | Becomes large | Bloating or swelling in the abdomen | Sudden and severe pelvic pain, often with nausea and vomiting (may be a sign of torsion or twisting of the ovary on its blood supply, or rupture of a cyst with internal bleeding) | Pain in the pelvis shortly before or after beginning a menstrual period | Bleeds | Breaks open | Is twisted or causes twisting (torsion) of the ovary","I've been experiencing some concerning symptoms related to my reproductive health, including pain during bowel movements and intercourse, as well as constant, dull aching pelvic pain that can be triggered by movement. I've also noticed that I've been getting bloated and swollen in the abdomen, which is quite uncomfortable. Sometimes, I get sudden and severe pelvic pain, often accompanied by nausea and vomiting, which is really alarming. Additionally, I've been experiencing pelvic pain shortly before or after my menstrual period. I'm worried that I might have a cyst that's bleeding, breaking open, or even twisting or causing twisting of my ovary, which could be interfering with the blood supply to my ovary."
https://medlineplus.gov/ency/article/001642.htm,Choanal atresia,"Persistent one-sided nasal blockage or discharge. | Difficulty breathing following birth, which may result in cyanosis (bluish discoloration), unless infant is crying. | Inability to pass a catheter through each side of the nose into the throat. | Chest retracts unless the child is breathing through mouth or crying. | Inability to nurse and breathe at same time.","I've been noticing some concerning symptoms in my infant, including a persistent one-sided nasal blockage or discharge. Additionally, my child has been having difficulty breathing since birth, which sometimes results in cyanosis, unless they're crying. I've also observed that it's impossible to pass a catheter through each side of the nose into the throat, and their chest retracts unless they're breathing through their mouth or crying. Furthermore, they're having trouble nursing and breathing at the same time."
https://medlineplus.gov/ency/article/000777.htm,Chronic inflammatory demyelinating polyneuropathy,"Trouble using the arms and hands or legs and feet due to weakness | Hoarseness or changing voice or slurred speech | Problems breathing | Abnormal or uncoordinated movement | Problems walking due to weakness or lack of feeling in the feet | Fatigue | Sensation changes, such as numbness or decreased sensation, pain, burning, tingling, or other abnormal sensations (usually affects the feet first, then the arms and hands)","I've been struggling with a range of symptoms that are affecting my daily life, including trouble using my arms and hands or legs and feet due to weakness, which makes everyday tasks a challenge. Additionally, I've noticed changes in my voice, including hoarseness or slurred speech, and I've been having problems breathing, which is quite alarming. I've also been experiencing abnormal or uncoordinated movement, which affects my balance and coordination. Furthermore, I've been having problems walking due to weakness or lack of feeling in my feet, which makes me feel unstable. On top of all this, I've been feeling extremely fatigued, and I've been experiencing sensation changes, such as numbness or decreased sensation, pain, burning, tingling, or other abnormal sensations, which usually starts in my feet and then affects my arms and hands."
https://medlineplus.gov/ency/article/000689.htm,Axillary nerve dysfunction,"Shoulder weakness, especially when lifting the arm up and away from the body | Numbness over part of the outer shoulder | Pain in the shoulder region","I've been experiencing some concerning symptoms in my shoulder area, including weakness, especially when I lift my arm up and away from my body, and numbness over part of the outer shoulder, accompanied by persistent pain in the shoulder region."
https://medlineplus.gov/ency/article/000783.htm,Brain abscess,"Fever and chills | Vomiting | Decreased ability to feel touch or pain (sensation) | Headache, seizures, or stiff neck | Language problems | Vision changes | Weakness in a limb (such as an arm or leg) | Changes in mental status, such as confusion, slow response or thinking, unable to focus, or sleepiness | Loss of muscle function, typically on one side","I've been experiencing a range of concerning symptoms lately, including fever and chills, accompanied by vomiting, which has left me feeling weak and drained. Additionally, I've noticed a decreased ability to feel touch or pain, which is quite unsettling. I've also had headaches, and I'm worried about the possibility of seizures or a stiff neck. Furthermore, I've been having language problems, which has made it difficult for me to express myself, and I've noticed some vision changes that are quite disturbing. To make matters worse, I've been experiencing weakness in my limbs, specifically in one arm or leg, and I'm struggling with loss of muscle function, mainly on one side of my body. On top of all this, I've observed changes in my mental status, including confusion, slow response times, and an inability to focus, which has left me feeling sleepy and disoriented."
https://medlineplus.gov/ency/article/000960.htm,Hernia,Not being able to pass gas or have bowel movements | Nausea and vomiting,"I've been experiencing some distressing symptoms lately, including being unable to pass gas or have bowel movements, which has led to nausea and vomiting, making me feel quite unwell."
https://medlineplus.gov/ency/article/000078.htm,Primary alveolar hypoventilation,Bluish coloration of the skin caused by lack of oxygen (cyanosis) | Daytime drowsiness | Fatigue | Swelling of the ankles | Waking up from sleep unrested | Morning headaches | Waking up many times at night,"I've been experiencing some concerning symptoms lately, including a bluish coloration of my skin, which I've learned is due to a lack of oxygen, and I've been feeling extremely fatigued and drowsy during the day. I've also noticed swelling in my ankles, and I often wake up from sleep feeling unrested and with morning headaches. Additionally, I've been waking up many times throughout the night, which is disrupting my overall sleep quality."
https://medlineplus.gov/ency/article/002798.htm,Mineral spirits poisoning,"Rapid heartbeat | Vomiting, possibly bloody | Vision loss | Memory problems | Numbness in arms and legs | Severe pain in the throat | Burns | Severe pain or burning in the nose, eyes, ears, lips, or tongue | Convulsions (seizures) | Irritation | Burns of the esophagus (food pipe) | Dizziness | Necrosis (holes) in the skin or underlying tissues | Loss of alertness | Breathing difficulty (from inhalation) | Low blood pressure -- develops rapidly (shock) | Nervousness | Burning sensations | Collapse | Blood stools | Throat swelling (may also cause breathing difficulty) | Abdominal pain -- severe","I've been experiencing a multitude of alarming symptoms lately, including a rapid heartbeat, vomiting, which has been bloody at times, and vision loss. Additionally, I've been struggling with memory problems and numbness in my arms and legs. I've been dealing with severe pain in my throat, and I've suffered burns in various areas of my body. I've also experienced severe pain or burning sensations in my nose, eyes, ears, lips, or tongue. Furthermore, I've had convulsions and have been feeling irritated and nervous. I've noticed burns in my esophagus, and I've been experiencing dizziness, necrosis in my skin or underlying tissues, and a loss of alertness. I've also had breathing difficulties, which I believe are related to inhalation, and my blood pressure has dropped rapidly, putting me in shock. Moreover, I've been experiencing burning sensations, and I've even collapsed at times. I've also noticed blood in my stools, and my throat has been swelling, which has caused breathing difficulties. Lastly, I've been experiencing severe abdominal pain."
https://medlineplus.gov/ency/article/007301.htm,Intraventricular hemorrhage of the newborn,Lethargy | Decreased muscle tone | Excessive sleep | Decreased reflexes | Weak suck | Changes in blood pressure and heart rate | Breathing pauses (apnea) | Seizures and other abnormal movements,"I've been experiencing some concerning symptoms lately, including feelings of lethargy and decreased muscle tone, which have led to excessive sleep and weakened reflexes. Additionally, I've noticed a weak suck, and my blood pressure and heart rate have been fluctuating. I've also had episodes of breathing pauses, or apnea, and have experienced seizures and other abnormal movements, which have been quite alarming."
https://medlineplus.gov/ency/article/007582.htm,Cradle cap,"Scales may also be found on the eyelids, ear, around the nose | Older infant scratching affected areas, which may lead to infection (redness, bleeding, or crusting) | Thick, crusty, yellow or brown scales on your child's scalp","I've been noticing that my child has thick, crusty, yellow or brown scales on their scalp, and I've also found scales on their eyelids, ear, and around their nose."
https://medlineplus.gov/ency/article/002866.htm,Dieffenbachia poisoning,"Increased saliva production | Burning in mouth and throat | Hoarse voice | Nausea and vomiting | Pain on swallowing | Blisters in the mouth | Redness, swelling, pain, and burning of the eyes, and possible corneal damage | Diarrhea | Swelling of mouth and tongue","I've been experiencing a multitude of distressing symptoms lately, including excessive saliva production, a burning sensation in my mouth and throat, and a hoarse voice. Along with these issues, I've been dealing with nausea and vomiting, as well as significant pain when swallowing. To make matters worse, I've developed blisters in my mouth and have noticed redness, swelling, pain, and burning in my eyes, which I'm worried might lead to corneal damage. Additionally, I've been experiencing diarrhea and swelling of my mouth and tongue, which is making eating and speaking very uncomfortable."
https://medlineplus.gov/ency/article/007320.htm,Vitamin K deficiency bleeding of the newborn,Places where there has been a needle stick | At the site of circumcision | Mucous membranes (such as the lining of the nose and mouth) | Gastrointestinal tract (resulting in blood in the baby's bowel movements) | Bruising | Seizures (convulsions) or abnormal behavior due to bleeding inside the skull | Blood in the urine | Belly button area,"I've been noticing some unusual symptoms in my baby, and I'm worried about their health. There are bruises and blood spots in various areas, including places where there's been a needle stick, the site of circumcision, and even mucous membranes like the lining of the nose and mouth. I've also noticed blood in their bowel movements, which suggests bleeding in the gastrointestinal tract. Furthermore, I've seen blood in their urine, and there's a concerning amount of bleeding in the belly button area. What's even more alarming is that my baby has been having seizures or exhibiting abnormal behavior, which I suspect might be due to bleeding inside the skull."
https://medlineplus.gov/ency/article/000822.htm,Guttate psoriasis,"Itching | Spots on the skin that are pinkish-red and look like teardrops | Spots may be covered with silver, flaky skin called scales | Spots usually occur on the arms, legs, and middle of the body (the trunk), but may appear in other body areas","I've been experiencing some unusual skin symptoms lately, including intense itching, and I've noticed pinkish-red teardrop-shaped spots on my skin, often covered with silver, flaky scales. These spots usually appear on my arms, legs, and trunk, but I've also seen them in other areas of my body."
https://medlineplus.gov/ency/article/001393.htm,Hepatocerebral degeneration,"Tremor of the hand when the wrist is extended (also called a flapping tremor or asterixis) | Difficulty walking | Uncontrolled body movements (chorea) | Impaired intellectual function | Twitching | Shaking of arms, head (tremor) | Muscle spasm (myoclonus) | Jaundice | Rigidity | Unsteady walking (ataxia)","I've been experiencing some unsettling symptoms lately, including a tremor in my hand when I extend my wrist, which is quite noticeable. Along with this, I've been having difficulty walking, and I've noticed uncontrolled body movements, known as chorea. My intellectual function seems to be impaired, and I've been experiencing twitching, shaking of my arms and head, and even muscle spasms. To make matters worse, I've been dealing with jaundice, rigidity, and an unsteady gait, which is making it hard for me to walk steadily."
https://medlineplus.gov/ency/article/000296.htm,E coli enteritis,Kidney failure | Bruises that happen easily | Loss of appetite | Vomiting (rare) | Pale skin | Stomach cramping | Reduced amount of urine | Gas | Red or bloody urine | Fever,"I've been experiencing some concerning symptoms lately, including signs of kidney failure, which is worrying me. I've noticed that I bruise easily, and I've lost my appetite, which is unusual for me. Occasionally, I've been vomiting, although it's not frequent. My skin has taken on a pale tone, and I've been dealing with stomach cramping, which is uncomfortable. I've also observed a reduced amount of urine when I go to the bathroom, and I've been experiencing gas, which is uncomfortable. To make matters worse, my urine has been red or bloody, and I've had a fever, which is adding to my distress."
https://medlineplus.gov/ency/article/000842.htm,Epidermoid cyst,"Skin redness | Grayish-white, cheesy, foul-smelling material that drains from the cyst | Tender or sore skin | Warm skin in the affected area","I've been experiencing some uncomfortable symptoms on my skin, including redness and tender or sore skin, which is often warm to the touch in the affected area, and I've also noticed a grayish-white, cheesy, foul-smelling material that drains from the cyst."
https://medlineplus.gov/ency/article/000022.htm,Unconsciousness - first aid,"Weak, ineffective coughing | Rapid heartbeat (palpitations) | Inability to speak | Slow heartbeat | Inability to speak or move parts of the body (stroke symptoms) | Headache | Difficulty breathing | Lightheadedness | Bluish skin color | Amnesia for (not remembering) events before, during, and even after the period of unconsciousness | Loss of bowel or bladder control (incontinence) | Stupor (severe confusion and weakness) | Drowsiness | Confusion | Noisy breathing or high-pitched sounds while inhaling","I've been experiencing a multitude of alarming symptoms, including weak and ineffective coughing, rapid heartbeat or palpitations, and even slow heartbeat at times. I've also been struggling with an inability to speak, which is very concerning to me. Sometimes, I've noticed stroke-like symptoms, such as an inability to speak or move parts of my body. Along with these issues, I've been getting frequent headaches, having difficulty breathing, and feeling lightheaded. Occasionally, my skin takes on a bluish color, which is quite unsettling. I've also experienced amnesia, where I couldn't remember events before, during, or even after the period of unconsciousness. Unfortunately, I've had instances of loss of bowel or bladder control, which is embarrassing and frustrating. At times, I've felt severely confused and weak, slipping into a stupor. Additionally, I've been feeling drowsy and confused, and I've even noticed noisy breathing or high-pitched sounds while inhaling."
https://medlineplus.gov/ency/article/001397.htm,Acute cerebellar ataxia,Difficulty controlling arm movements | Repetitive eye movements (nystagmus) | Walking problems (unsteady gait) that can lead to falls | Uncoordinated eye movements | Clumsy speech pattern (dysarthria),"I've been struggling with some unsettling physical symptoms lately, including difficulty controlling my arm movements, which makes everyday tasks a challenge. Additionally, I've noticed repetitive eye movements, known as nystagmus, which can be quite disconcerting. Furthermore, I've been experiencing walking problems, which have led to unsteady gait and even falls, making me feel unbalanced and unstable. To make matters worse, my eye movements have become uncoordinated, and my speech has become clumsy and difficult to articulate, which is affecting my ability to communicate effectively."
https://medlineplus.gov/ency/article/002676.htm,Meperidine hydrochloride overdose,"Weakness | Constipation | Confusion | Blue fingernails and lips | Changes in pupil size (may be small, normal-sized, or wide) | Spasms of the stomach or intestines | Lightheadedness | Breathing - slow and labored | Convulsions (seizures) | Itching | Breathing - shallow | Weak pulse | Dizziness | Drowsiness | Low blood pressure | Fatigue | Nausea and vomiting | No breathing | Cold, clammy skin | Coma (decreased level of consciousness and lack of responsiveness) | Muscle twitching","I've been experiencing a multitude of alarming symptoms lately, including feelings of weakness, constipation, and confusion. I've also noticed some unusual physical changes, such as blue-tinged fingernails and lips, as well as changes in my pupil size. I've been having spasms in my stomach and intestines, which have left me feeling lightheaded and struggling to breathe, with slow and labored breaths. Occasionally, I've had convulsions and seizures, accompanied by intense itching. My breathing has become shallow, and I've noticed a weak pulse. I often feel dizzy and drowsy, and my blood pressure has been low. I'm constantly fatigued, and I've been experiencing nausea and vomiting. There have been moments when I've stopped breathing altogether, leaving me with cold, clammy skin. In extreme cases, I've even slipped into a coma, characterized by a decreased level of consciousness and a lack of responsiveness. To make matters worse, I've been experiencing muscle twitching, which has added to my overall distress."
https://medlineplus.gov/ency/article/000344.htm,Rickets,"Bone pain or tenderness in the arms, legs, pelvis, and spine | Dental deformities, including delayed tooth formation, defects in the tooth structure, holes in the enamel, and increased cavities (dental caries) | Skeletal deformities such as an odd-shaped skull, bowlegs, bumps in the ribcage (rachitic rosary), breastbone that is pushed forward (pigeon chest), pelvic deformities, and spine deformities (spine that curves abnormally, including scoliosis or kyphosis) | Increased bone fractures | Short stature (adults less than 5 feet or 1.52 meters tall) | Muscle cramps | Impaired growth | Decreased muscle tone (loss of muscle strength) and weakness that gets worse","I've been experiencing a multitude of symptoms that have been affecting my bones and overall physical development, including persistent bone pain or tenderness in my arms, legs, pelvis, and spine. Additionally, I've noticed dental deformities such as delayed tooth formation, defects in the tooth structure, holes in the enamel, and an increased number of cavities. Furthermore, I've developed skeletal deformities, including an odd-shaped skull, bowlegs, bumps in the ribcage, a pushed-forward breastbone, and pelvic and spine deformities, such as scoliosis or kyphosis. I've also had an increased number of bone fractures, and unfortunately, my growth has been impaired, resulting in short stature. On top of this, I've been experiencing muscle cramps, and my muscle tone has decreased significantly, leaving me feeling weak and struggling with everyday activities."
https://medlineplus.gov/ency/article/000587.htm,Thalassemia,Bone deformities in the face | Growth failure | Yellow skin (jaundice) | Fatigue | Shortness of breath,"I've been experiencing some concerning symptoms lately, including noticeable bone deformities in my face, which have been affecting my appearance and self-confidence. Along with this, I've been struggling with growth failure, which has been impacting my overall development. I've also developed a yellowish tint to my skin, which I've learned is a sign of jaundice. Additionally, I've been feeling extremely fatigued, which has made it difficult for me to carry out my daily activities. To make matters worse, I've been experiencing shortness of breath, which has been leaving me feeling winded even after simple tasks."
https://medlineplus.gov/ency/article/007322.htm,Hearing loss - infants,"Older infants, who should respond to familiar voices, may show no reaction when spoken to. | A newborn baby with hearing loss may not startle when there is a loud noise nearby. | Children should be using single words by 15 months, and simple 2-word sentences by age 2. If they do not reach these milestones, the cause may be hearing loss.","I've noticed that my infant doesn't respond to familiar voices, even when spoken to, which is concerning, and I've also observed that they don't startle when there's a loud noise nearby. Additionally, I've been worried about their language development, as they haven't reached the milestones of using single words by 15 months or simple 2-word sentences by age 2, which makes me suspect that hearing loss might be the underlying cause."
https://medlineplus.gov/ency/article/002647.htm,Eugenol oil overdose,Abdominal pain | Shallow breathing | Liver failure (especially in children) | Burns in the mouth and throat | Coma | Dizziness | Nausea and vomiting | Rapid heartbeat | Rapid breathing | Painful urination | Diarrhea | No urine output | Coughing up blood | Blood in the urine | Seizures | Unconsciousness,"I've been experiencing a multitude of alarming symptoms, including severe abdominal pain, shallow breathing, and nausea and vomiting, which have left me feeling dizzy and lightheaded. I've also had rapid heartbeat and rapid breathing, making me feel extremely uncomfortable. Furthermore, I've been dealing with painful urination, diarrhea, and even no urine output, which is causing me a lot of distress. Additionally, I've been coughing up blood and noticed blood in my urine, which is very concerning to me. To make matters worse, I've had seizures and have even experienced unconsciousness, which has been terrifying. I'm worried that I might be experiencing liver failure, especially since I've had burns in my mouth and throat. I'm really scared and hope we can figure out what's going on and get me the help I need."
https://medlineplus.gov/ency/article/002649.htm,Fenoprofen calcium overdose,"Movement problems | Coma (decreased level of consciousness and lack of responsiveness), in a very severe overdose | Edema (swelling in the body or legs) | Headache | Rash | Confusion | Seizures, in a very severe overdose | Unsteadiness | Diarrhea | Blurred vision | Dizziness (common) | Blurred vision (common) | Nausea and vomiting (common, sometimes with blood) | Agitation | Ringing in the ears | Stomach pain | Drowsiness (common) | Delirium (person is not making sense) | Numbness and tingling | Little or no urine output | Wheezing or trouble breathing, especially in those who have asthma or lung conditions","I've been experiencing a multitude of symptoms that are quite concerning, including movement problems, headaches, and confusion, which sometimes lead to agitation and delirium. I've also had seizures, which is quite alarming, and I've noticed unsteadiness and dizziness, which is quite common. Additionally, I've been dealing with blurred vision, nausea, and vomiting, sometimes with blood, which is very distressing. Furthermore, I've had stomach pain, numbness, and tingling sensations, as well as ringing in my ears. I've also experienced drowsiness, which is quite common, and in severe cases, I've even had a decreased level of consciousness, which is extremely worrying. On top of all this, I've noticed edema, or swelling in my body or legs, and I've had diarrhea and little to no urine output, which is causing me a lot of distress. Occasionally, I've even experienced wheezing or trouble breathing, which is especially concerning since I have asthma."
https://medlineplus.gov/ency/article/001234.htm,Fibrous dysplasia,"Bone pain | Bone sores (lesions) | Unusual skin color (pigmentation), which occurs with McCune-Albright syndrome | Fractures or bone deformities | Hormone (endocrine gland) problems","I've been experiencing some distressing symptoms lately, including bone pain and the formation of bone sores or lesions. Additionally, I've noticed an unusual skin color or pigmentation, which I've learned is associated with McCune-Albright syndrome. Unfortunately, I've also been dealing with fractures or bone deformities, and I'm concerned that I may be having hormone or endocrine gland problems."
https://medlineplus.gov/ency/article/007184.htm,Complex regional pain syndrome,"Faster growth of nails and hair | Pain in the entire limb | Severe burning, aching pain that worsens with the slightest touch or breeze | Continued changes in the skin | Stiff joints and weak muscles | Begins at the point of injury, but may spread to the whole limb, or to the arm or leg on the opposite side of the body. | Limited movement in limb because of tightened muscles and tendons (contracture) | Nails that are cracked and break more easily | Is intense and burning and is much stronger than would be expected for the type of injury that occurred. | Pain that is becoming worse | Gets worse, rather than better over time. | Skin that slowly becomes blotchy, purple, pale, or red; thin and shiny; swollen; more sweaty | Changes in skin temperature, switching between warm or cold | Slower hair growth | Muscle wasting | Muscle spasms and joint pain","I've been experiencing some unusual and concerning symptoms lately, including rapid growth of my nails and hair, but simultaneously, I've been dealing with excruciating pain in my entire limb that worsens even with the slightest touch or breeze. The pain is severe, aching, and burning, and it's becoming increasingly intense over time. I've also noticed significant changes in my skin, including blotchy, purple, pale, or red discoloration, thinning, and excessive sweating. Additionally, the skin temperature in the affected area has been fluctuating between warm and cold. I've been experiencing stiff joints and weak muscles, which has led to limited movement in my limb due to tightened muscles and tendons, causing contracture. My nails have become brittle, cracking and breaking easily. Furthermore, I've been experiencing muscle wasting, spasms, and joint pain, which has been getting progressively worse rather than better over time. It started at the point of injury, but it's spreading to the whole limb and even to the opposite side of my body."
